0.00	0.00	0.00	32	0
0.00	0.00	0.00	32	0
0.00	0.00	0.00	32	0
0.00	0.00	0.00	32	0
0.00	0.00	0.00	32	0
0.00	0.00	0.00	64	0
0.00	0.00	0.00	64	0
0.00	0.00	0.00	64	0
0.00	0.00	0.00	64	0
0.00	0.00	0.00	64	0
0.00	0.00	0.00	128	0
0.00	0.00	0.00	128	0
0.00	0.00	0.00	128	0
0.00	0.00	0.00	128	0
0.00	0.00	0.00	128	0
0.00	0.00	0.00	256	0
0.00	0.00	0.00	256	0
0.00	0.00	0.00	256	0
0.00	0.00	0.00	256	0
0.00	0.00	0.00	256	0
0.00	0.00	0.00	512	0
0.00	0.00	0.00	512	0
0.00	0.00	0.00	512	0
0.00	0.00	0.00	512	0
0.00	0.00	0.00	512	0
0.00	0.00	0.00	1024	0
0.00	0.00	0.00	1024	0
0.00	0.00	0.00	1024	0
0.00	0.00	0.00	1024	0
0.00	0.00	0.00	1024	0
